gene	GO	ONTOLOGY
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0019888	MF
PPP1R16B	GO:0019888	MF
PPP1R16B	GO:0019888	MF
PPP1R16B	GO:0019888	MF
PPP1R16B	GO:0001938	BP
PPP1R16B	GO:0051489	BP
PPP1R16B	GO:0051896	BP
PPP1R16B	GO:0061028	BP
PPP1R16B	GO:0061028	BP
PPP1R16B	GO:1903589	BP
PPP1R16B	GO:0005634	CC
PPP1R16B	GO:0005634	CC
PPP1R16B	GO:0005634	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0005886	CC
PPP1R16B	GO:0016607	CC
PPP1R16B	GO:0042995	CC
PPP1R16B	GO:0042995	CC
PPP1R16B	GO:0048471	CC
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0005515	MF
RUFY1	GO:0008270	MF
RUFY1	GO:0008289	MF
RUFY1	GO:0017124	MF
RUFY1	GO:0017124	MF
RUFY1	GO:0030674	MF
RUFY1	GO:0030674	MF
RUFY1	GO:0042169	MF
RUFY1	GO:0042802	MF
RUFY1	GO:0046872	MF
RUFY1	GO:0046872	MF
RUFY1	GO:0006661	BP
RUFY1	GO:0006897	BP
RUFY1	GO:0015031	BP
RUFY1	GO:0030100	BP
RUFY1	GO:0030100	BP
RUFY1	GO:0034058	BP
RUFY1	GO:0034498	BP
RUFY1	GO:0031901	CC
RUFY1	GO:0005737	CC
RUFY1	GO:0005737	CC
RUFY1	GO:0005768	CC
RUFY1	GO:0005829	CC
RUFY1	GO:0005829	CC
RUFY1	GO:0005829	CC
RUFY1	GO:0031901	CC
RUFY1	GO:0031901	CC
RUFY1	GO:0031901	CC
RUFY1	GO:0031901	CC
IMMP2L	GO:0004252	MF
IMMP2L	GO:0005515	MF
IMMP2L	GO:0008233	MF
IMMP2L	GO:0008233	MF
IMMP2L	GO:0008233	MF
IMMP2L	GO:0008233	MF
IMMP2L	GO:0008236	MF
IMMP2L	GO:0009003	MF
IMMP2L	GO:0016787	MF
IMMP2L	GO:0051604	BP
IMMP2L	GO:0051604	BP
IMMP2L	GO:0006508	BP
IMMP2L	GO:0006508	BP
IMMP2L	GO:0070585	BP
IMMP2L	GO:0005739	CC
IMMP2L	GO:0005743	CC
IMMP2L	GO:0005743	CC
IMMP2L	GO:0016020	CC
IMMP2L	GO:0042720	CC
IMMP2L	GO:0042720	CC
IMMP2L	GO:0042720	CC
IMMP2L	GO:0042720	CC
MBOAT4	GO:0008374	MF
MBOAT4	GO:0008374	MF
MBOAT4	GO:0016412	MF
MBOAT4	GO:0016412	MF
MBOAT4	GO:0016412	MF
MBOAT4	GO:0016740	MF
MBOAT4	GO:0016746	MF
MBOAT4	GO:0016747	MF
MBOAT4	GO:0016747	MF
MBOAT4	GO:0016747	MF
MBOAT4	GO:0016747	MF
MBOAT4	GO:0016747	MF
MBOAT4	GO:0016486	BP
MBOAT4	GO:0018191	BP
MBOAT4	GO:0018191	BP
MBOAT4	GO:0018191	BP
MBOAT4	GO:0018191	BP
MBOAT4	GO:0005783	CC
MBOAT4	GO:0005783	CC
MBOAT4	GO:0005789	CC
MBOAT4	GO:0005789	CC
MBOAT4	GO:0005789	CC
MBOAT4	GO:0005789	CC
MBOAT4	GO:0005789	CC
MBOAT4	GO:0005794	CC
KCNK17	GO:0005267	MF
KCNK17	GO:0005267	MF
KCNK17	GO:0005267	MF
KCNK17	GO:0005267	MF
KCNK17	GO:0005515	MF
KCNK17	GO:0015271	MF
KCNK17	GO:0015271	MF
KCNK17	GO:0046872	MF
KCNK17	GO:0046982	MF
KCNK17	GO:0006811	BP
KCNK17	GO:0006813	BP
KCNK17	GO:0006813	BP
KCNK17	GO:0034220	BP
KCNK17	GO:0071805	BP
KCNK17	GO:0071805	BP
KCNK17	GO:0005886	CC
KCNK17	GO:0005886	CC
KCNK17	GO:0005886	CC
KCNK17	GO:0016020	CC
KCNK17	GO:0034702	CC
KCNK16	GO:0006813	BP
KCNK16	GO:0006813	BP
KCNK16	GO:0005267	MF
KCNK16	GO:0005267	MF
KCNK16	GO:0005267	MF
KCNK16	GO:0005267	MF
KCNK16	GO:0005267	MF
KCNK16	GO:0005267	MF
KCNK16	GO:0005515	MF
KCNK16	GO:0005515	MF
KCNK16	GO:0005515	MF
KCNK16	GO:0015271	MF
KCNK16	GO:0015271	MF
KCNK16	GO:0015271	MF
KCNK16	GO:0042802	MF
KCNK16	GO:0046872	MF
KCNK16	GO:0046982	MF
KCNK16	GO:0006811	BP
KCNK16	GO:0006813	BP
KCNK16	GO:0032469	BP
KCNK16	GO:0032469	BP
KCNK16	GO:0034220	BP
KCNK16	GO:0042391	BP
KCNK16	GO:0051279	BP
KCNK16	GO:0051279	BP
KCNK16	GO:0061178	BP
KCNK16	GO:0071805	BP
KCNK16	GO:0071805	BP
KCNK16	GO:0086011	BP
KCNK16	GO:0098900	BP
KCNK16	GO:0005743	CC
KCNK16	GO:0005789	CC
KCNK16	GO:0005789	CC
KCNK16	GO:0005789	CC
KCNK16	GO:0005789	CC
KCNK16	GO:0005886	CC
KCNK16	GO:0005886	CC
KCNK16	GO:0016020	CC
KCNK16	GO:0034702	CC
SPEN	GO:0003676	MF
SPEN	GO:0003677	MF
SPEN	GO:0003714	MF
SPEN	GO:0003714	MF
SPEN	GO:0003723	MF
SPEN	GO:0003723	MF
SPEN	GO:0003723	MF
SPEN	GO:0003723	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0005515	MF
SPEN	GO:0061629	MF
SPEN	GO:0000122	BP
SPEN	GO:0007219	BP
SPEN	GO:0031048	BP
SPEN	GO:0045892	BP
SPEN	GO:0050769	BP
SPEN	GO:0060816	BP
SPEN	GO:0060816	BP
SPEN	GO:0005634	CC
SPEN	GO:0005634	CC
SPEN	GO:0005654	CC
SPEN	GO:0070062	CC
SPEN	GO:0017053	CC
PNKP	GO:0032206	BP
PNKP	GO:0000166	MF
PNKP	GO:0003684	MF
PNKP	GO:0003690	MF
PNKP	GO:0003824	MF
PNKP	GO:0004519	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005515	MF
PNKP	GO:0005524	MF
PNKP	GO:0005524	MF
PNKP	GO:0016301	MF
PNKP	GO:0016740	MF
PNKP	GO:0016787	MF
PNKP	GO:0017076	MF
PNKP	GO:0046403	MF
PNKP	GO:0046403	MF
PNKP	GO:0046403	MF
PNKP	GO:0046403	MF
PNKP	GO:0046403	MF
PNKP	GO:0046403	MF
PNKP	GO:0046404	MF
PNKP	GO:0046404	MF
PNKP	GO:0046404	MF
PNKP	GO:0051734	MF
PNKP	GO:0006261	BP
PNKP	GO:0006281	BP
PNKP	GO:0006281	BP
PNKP	GO:0006281	BP
PNKP	GO:0006282	BP
PNKP	GO:0006287	BP
PNKP	GO:0006289	BP
PNKP	GO:0006303	BP
PNKP	GO:0006303	BP
PNKP	GO:0006974	BP
PNKP	GO:0006974	BP
PNKP	GO:0006979	BP
PNKP	GO:0009314	BP
PNKP	GO:0009314	BP
PNKP	GO:2001034	BP
PNKP	GO:0035861	CC
PNKP	GO:0005634	CC
PNKP	GO:0005634	CC
PNKP	GO:0005634	CC
PNKP	GO:0005654	CC
PNKP	GO:0005654	CC
PNKP	GO:0005654	CC
PNKP	GO:0005654	CC
PNKP	GO:0005654	CC
PNKP	GO:0005654	CC
PNKP	GO:0005694	CC
PNKP	GO:0005730	CC
PNKP	GO:0016020	CC
PNKP	GO:0035861	CC
PNKP	GO:0090734	CC
NMNAT3	GO:0000166	MF
NMNAT3	GO:0000309	MF
NMNAT3	GO:0000309	MF
NMNAT3	GO:0000309	MF
NMNAT3	GO:0000309	MF
NMNAT3	GO:0000309	MF
NMNAT3	GO:0003824	MF
NMNAT3	GO:0004515	MF
NMNAT3	GO:0004515	MF
NMNAT3	GO:0004515	MF
NMNAT3	GO:0004515	MF
NMNAT3	GO:0005524	MF
NMNAT3	GO:0016740	MF
NMNAT3	GO:0016779	MF
NMNAT3	GO:0016779	MF
NMNAT3	GO:0070566	MF
NMNAT3	GO:0009165	BP
NMNAT3	GO:0009165	BP
NMNAT3	GO:0009435	BP
NMNAT3	GO:0009435	BP
NMNAT3	GO:0019363	BP
NMNAT3	GO:0034355	BP
NMNAT3	GO:0034612	BP
NMNAT3	GO:0005759	CC
NMNAT3	GO:0005739	CC
NMNAT3	GO:0005739	CC
NMNAT3	GO:0005739	CC
NMNAT3	GO:0005739	CC
NMNAT3	GO:0005739	CC
NMNAT3	GO:0005759	CC
NMNAT3	GO:0005759	CC
NMNAT3	GO:0030424	CC
NMNAT3	GO:0043025	CC
SETDB2	GO:0003677	MF
SETDB2	GO:0005515	MF
SETDB2	GO:0005515	MF
SETDB2	GO:0005515	MF
SETDB2	GO:0005515	MF
SETDB2	GO:0005515	MF
SETDB2	GO:0008168	MF
SETDB2	GO:0008270	MF
SETDB2	GO:0016740	MF
SETDB2	GO:0042054	MF
SETDB2	GO:0046872	MF
SETDB2	GO:0046974	MF
SETDB2	GO:0046974	MF
SETDB2	GO:0140938	MF
SETDB2	GO:0140947	MF
SETDB2	GO:0140947	MF
SETDB2	GO:0000278	BP
SETDB2	GO:0001947	BP
SETDB2	GO:0006325	BP
SETDB2	GO:0006338	BP
SETDB2	GO:0006338	BP
SETDB2	GO:0006338	BP
SETDB2	GO:0006338	BP
SETDB2	GO:0007059	BP
SETDB2	GO:0032259	BP
SETDB2	GO:0045892	BP
SETDB2	GO:0051301	BP
SETDB2	GO:0070986	BP
SETDB2	GO:0005634	CC
SETDB2	GO:0005634	CC
SETDB2	GO:0005634	CC
SETDB2	GO:0005634	CC
SETDB2	GO:0005654	CC
SETDB2	GO:0005654	CC
SETDB2	GO:0005694	CC
SETDB2	GO:0005737	CC
DSCR8	GO:0005515	MF
DSCR8	GO:0005515	MF
MMS19	GO:0003713	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0005515	MF
MMS19	GO:0019899	MF
MMS19	GO:0030159	MF
MMS19	GO:0030331	MF
MMS19	GO:0030331	MF
MMS19	GO:0030674	MF
MMS19	GO:0006281	BP
MMS19	GO:0006974	BP
MMS19	GO:0007059	BP
MMS19	GO:0016226	BP
MMS19	GO:0045893	BP
MMS19	GO:0051604	BP
MMS19	GO:0051604	BP
MMS19	GO:0051604	BP
MMS19	GO:0005634	CC
MMS19	GO:0005634	CC
MMS19	GO:0005634	CC
MMS19	GO:0005654	CC
MMS19	GO:0005737	CC
MMS19	GO:0005737	CC
MMS19	GO:0005737	CC
MMS19	GO:0005813	CC
MMS19	GO:0005819	CC
MMS19	GO:0005819	CC
MMS19	GO:0016020	CC
MMS19	GO:0005675	CC
MMS19	GO:0071817	CC
MMS19	GO:0097361	CC
MMS19	GO:0097361	CC
MMS19	GO:0097361	CC
MMS19	GO:0097361	CC
MMS19	GO:0097361	CC
SLC9A7	GO:0005515	MF
SLC9A7	GO:0005515	MF
SLC9A7	GO:0005515	MF
SLC9A7	GO:0005515	MF
SLC9A7	GO:0015297	MF
SLC9A7	GO:0015297	MF
SLC9A7	GO:0015385	MF
SLC9A7	GO:0015385	MF
SLC9A7	GO:0015385	MF
SLC9A7	GO:0015386	MF
SLC9A7	GO:0006811	BP
SLC9A7	GO:0006811	BP
SLC9A7	GO:0006812	BP
SLC9A7	GO:0006813	BP
SLC9A7	GO:0006814	BP
SLC9A7	GO:0006814	BP
SLC9A7	GO:0006885	BP
SLC9A7	GO:0006885	BP
SLC9A7	GO:0035725	BP
SLC9A7	GO:0055085	BP
SLC9A7	GO:1902600	BP
SLC9A7	GO:1905526	BP
SLC9A7	GO:0000139	CC
SLC9A7	GO:0005794	CC
SLC9A7	GO:0005802	CC
SLC9A7	GO:0005802	CC
SLC9A7	GO:0005802	CC
SLC9A7	GO:0005886	CC
SLC9A7	GO:0005886	CC
SLC9A7	GO:0016020	CC
SLC9A7	GO:0016020	CC
SLC9A7	GO:0055038	CC
SLC9A7	GO:0055038	CC
UHRF1	GO:0000987	MF
UHRF1	GO:0003676	MF
UHRF1	GO:0003677	MF
UHRF1	GO:0004842	MF
UHRF1	GO:0004842	MF
UHRF1	GO:0004842	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0005515	MF
UHRF1	GO:0008270	MF
UHRF1	GO:0008270	MF
UHRF1	GO:0008327	MF
UHRF1	GO:0008327	MF
UHRF1	GO:0016740	MF
UHRF1	GO:0042393	MF
UHRF1	GO:0042393	MF
UHRF1	GO:0042393	MF
UHRF1	GO:0042802	MF
UHRF1	GO:0042802	MF
UHRF1	GO:0044729	MF
UHRF1	GO:0044729	MF
UHRF1	GO:0044729	MF
UHRF1	GO:0044729	MF
UHRF1	GO:0046872	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0061630	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0062072	MF
UHRF1	GO:0140006	MF
UHRF1	GO:0140234	MF
UHRF1	GO:0140234	MF
UHRF1	GO:0140234	MF
UHRF1	GO:0140234	MF
UHRF1	GO:0140248	MF
UHRF1	GO:0140248	MF
UHRF1	GO:0140248	MF
UHRF1	GO:0140612	MF
UHRF1	GO:0140851	MF
UHRF1	GO:0140851	MF
UHRF1	GO:0140851	MF
UHRF1	GO:0141055	MF
UHRF1	GO:0141055	MF
UHRF1	GO:0141055	MF
UHRF1	GO:0141055	MF
UHRF1	GO:0000122	BP
UHRF1	GO:0000122	BP
UHRF1	GO:0000724	BP
UHRF1	GO:0006281	BP
UHRF1	GO:0006325	BP
UHRF1	GO:0006511	BP
UHRF1	GO:0006511	BP
UHRF1	GO:0006950	BP
UHRF1	GO:0006974	BP
UHRF1	GO:0006974	BP
UHRF1	GO:0016567	BP
UHRF1	GO:0031507	BP
UHRF1	GO:0035825	BP
UHRF1	GO:0040029	BP
UHRF1	GO:0044027	BP
UHRF1	GO:0044027	BP
UHRF1	GO:0044027	BP
UHRF1	GO:0045944	BP
UHRF1	GO:0050678	BP
UHRF1	GO:0051247	BP
UHRF1	GO:0051865	BP
UHRF1	GO:0051865	BP
UHRF1	GO:0071168	BP
UHRF1	GO:0090307	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0141119	BP
UHRF1	GO:0000785	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0005819	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0000785	CC
UHRF1	GO:0000791	CC
UHRF1	GO:0000792	CC
UHRF1	GO:0000792	CC
UHRF1	GO:0000792	CC
UHRF1	GO:0000792	CC
UHRF1	GO:0000792	CC
UHRF1	GO:0005634	CC
UHRF1	GO:0005634	CC
UHRF1	GO:0005634	CC
UHRF1	GO:0005634	CC
UHRF1	GO:0005654	CC
UHRF1	GO:0005657	CC
UHRF1	GO:0005657	CC
UHRF1	GO:0005694	CC
UHRF1	GO:0016363	CC
UHRF1	GO:0016363	CC
GPHA2	GO:0005179	MF
GPHA2	GO:0005179	MF
GPHA2	GO:0005515	MF
GPHA2	GO:0031531	MF
GPHA2	GO:0046982	MF
GPHA2	GO:0007166	BP
GPHA2	GO:0007189	BP
GPHA2	GO:0007189	BP
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
GPHA2	GO:0005576	CC
INSM2	GO:0003677	MF
INSM2	GO:0003700	MF
INSM2	GO:0008270	MF
INSM2	GO:0046872	MF
INSM2	GO:0030154	BP
INSM2	GO:0005634	CC
INSM2	GO:0005737	CC
PCDHB18P	GO:0005509	MF
PCDHB18P	GO:0007155	BP
PCDHB18P	GO:0007155	BP
PCDHB18P	GO:0007156	BP
PCDHB18P	GO:0007399	BP
PCDHB18P	GO:0005886	CC
PCDHB18P	GO:0005886	CC
PCDHB18P	GO:0016020	CC
NIBAN2	GO:0003713	MF
NIBAN2	GO:0005515	MF
NIBAN2	GO:0005515	MF
NIBAN2	GO:0045296	MF
NIBAN2	GO:0008285	BP
NIBAN2	GO:0008285	BP
NIBAN2	GO:0008285	BP
NIBAN2	GO:0008285	BP
NIBAN2	GO:0032274	BP
NIBAN2	GO:0032274	BP
NIBAN2	GO:0043066	BP
NIBAN2	GO:0045892	BP
NIBAN2	GO:0045893	BP
NIBAN2	GO:0045893	BP
NIBAN2	GO:0045893	BP
NIBAN2	GO:2000279	BP
NIBAN2	GO:2000279	BP
NIBAN2	GO:2000279	BP
NIBAN2	GO:2000679	BP
NIBAN2	GO:0005634	CC
NIBAN2	GO:0005654	CC
NIBAN2	GO:0005737	CC
NIBAN2	GO:0005737	CC
NIBAN2	GO:0005829	CC
NIBAN2	GO:0005829	CC
NIBAN2	GO:0005829	CC
NIBAN2	GO:0005829	CC
NIBAN2	GO:0005829	CC
NIBAN2	GO:0005886	CC
NIBAN2	GO:0005912	CC
NIBAN2	GO:0005912	CC
NIBAN2	GO:0016020	CC
NIBAN2	GO:0070062	CC
NIBAN2	GO:0070062	CC
YME1L1	GO:0000166	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004176	MF
YME1L1	GO:0004222	MF
YME1L1	GO:0005515	MF
YME1L1	GO:0005524	MF
YME1L1	GO:0005524	MF
YME1L1	GO:0008233	MF
YME1L1	GO:0008237	MF
YME1L1	GO:0016787	MF
YME1L1	GO:0016887	MF
YME1L1	GO:0016887	MF
YME1L1	GO:0046872	MF
YME1L1	GO:0006508	BP
YME1L1	GO:0006508	BP
YME1L1	GO:0006515	BP
YME1L1	GO:0007005	BP
YME1L1	GO:0007005	BP
YME1L1	GO:0008283	BP
YME1L1	GO:0009267	BP
YME1L1	GO:0010636	BP
YME1L1	GO:0010636	BP
YME1L1	GO:0010636	BP
YME1L1	GO:0034214	BP
YME1L1	GO:0034982	BP
YME1L1	GO:0034982	BP
YME1L1	GO:0034982	BP
YME1L1	GO:0034982	BP
YME1L1	GO:0035694	BP
YME1L1	GO:0035694	BP
YME1L1	GO:0043066	BP
YME1L1	GO:0097150	BP
YME1L1	GO:0097150	BP
YME1L1	GO:2000035	BP
YME1L1	GO:2000035	BP
YME1L1	GO:0005739	CC
YME1L1	GO:0005739	CC
YME1L1	GO:0005739	CC
YME1L1	GO:0005739	CC
YME1L1	GO:0005743	CC
YME1L1	GO:0005743	CC
YME1L1	GO:0005743	CC
YME1L1	GO:0005743	CC
YME1L1	GO:0016020	CC
YME1L1	GO:0016020	CC
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0005515	MF
RMDN3	GO:0008017	MF
RMDN3	GO:0006874	BP
RMDN3	GO:0006915	BP
RMDN3	GO:0030154	BP
RMDN3	GO:0098793	CC
RMDN3	GO:0098794	CC
RMDN3	GO:0098978	CC
RMDN3	GO:0000922	CC
RMDN3	GO:0005634	CC
RMDN3	GO:0005737	CC
RMDN3	GO:0005739	CC
RMDN3	GO:0005739	CC
RMDN3	GO:0005739	CC
RMDN3	GO:0005741	CC
RMDN3	GO:0005741	CC
RMDN3	GO:0005819	CC
RMDN3	GO:0005874	CC
RMDN3	GO:0005876	CC
RMDN3	GO:0044232	CC
RMDN3	GO:0045171	CC
RMDN3	GO:0097431	CC
CSF3R	GO:0004896	MF
CSF3R	GO:0005515	MF
CSF3R	GO:0005515	MF
CSF3R	GO:0038023	MF
CSF3R	GO:0051916	MF
CSF3R	GO:0006952	BP
CSF3R	GO:0007155	BP
CSF3R	GO:0007165	BP
CSF3R	GO:0097186	BP
CSF3R	GO:0005576	CC
CSF3R	GO:0005765	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0005886	CC
CSF3R	GO:0016020	CC
CSF3R	GO:0030666	CC
CSF3R	GO:0030666	CC
CSF3R	GO:0030666	CC
HBEGF	GO:0007173	BP
HBEGF	GO:0005154	MF
HBEGF	GO:0005154	MF
HBEGF	GO:0005154	MF
HBEGF	GO:0005515	MF
HBEGF	GO:0005515	MF
HBEGF	GO:0005515	MF
HBEGF	GO:0005515	MF
HBEGF	GO:0005515	MF
HBEGF	GO:0008083	MF
HBEGF	GO:0008083	MF
HBEGF	GO:0008083	MF
HBEGF	GO:0008083	MF
HBEGF	GO:0008201	MF
HBEGF	GO:0008201	MF
HBEGF	GO:0008201	MF
HBEGF	GO:0030297	MF
HBEGF	GO:0048018	MF
HBEGF	GO:0048018	MF
HBEGF	GO:0048018	MF
HBEGF	GO:0048018	MF
HBEGF	GO:0007165	BP
HBEGF	GO:0007173	BP
HBEGF	GO:0007173	BP
HBEGF	GO:0007173	BP
HBEGF	GO:0007173	BP
HBEGF	GO:0007517	BP
HBEGF	GO:0010561	BP
HBEGF	GO:0016477	BP
HBEGF	GO:0030307	BP
HBEGF	GO:0030335	BP
HBEGF	GO:0035313	BP
HBEGF	GO:0038134	BP
HBEGF	GO:0038135	BP
HBEGF	GO:0048661	BP
HBEGF	GO:0051549	BP
HBEGF	GO:0051897	BP
HBEGF	GO:0060326	BP
HBEGF	GO:0090303	BP
HBEGF	GO:0005615	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
HBEGF	GO:0005576	CC
